id,sentence,japanese,answer
216,____ ____ my successes and failures,私の成功と失敗について振り返る,reflect on
217,a ____ young man,礼儀正しい若い男性,polite
218,It is ____ to ask women their age.,女性に年齢を尋ねるのは無礼です.,rude
219,____ old people,孤独な老人たち,lonely
220,He is ____ at work.,彼は仕事をいい加減にやる.,lazy
220,spend ____ days on the beach,浜辺でのんびりした日々を過ごす,lazy
221,a ____ rule,厳しい規則,strict
222,The ____ Duckling,『醜いアヒルの子』(Andersen の童話),Ugly
223,a ____ ____ woman,きわめて聡明な女性,highly intelligent
224,Don't be ____!,ばかなことを言う[する]な!,silly
225,____ ____ during the exam,試験中にあがる,get nervous
225,a ____ child,臆病な子ども,nervous
225,the ____ system,神経系統,nervous
226,The noise kept me ____ all night.,騒音で一晩中眠れなかった(目を覚ました状態にされていた).,awake
227,She lives ____.,彼女は一人暮らしだ.,alone
227,Bob ____ went there.,ボブだけがそこへ行った.,alone
228,____ ____ positive ____ ____ life,人生に対して前向きな姿勢でいる,have a attitude toward
229,Printed books have ____.,活字の本には味(特徴)がある,character
229,the main ____ of this novel,この小説の主人公(主な登場人物),character
229,____ ____,漢字,Chinese characters
230,one of the ____ of large cities,大都会の特徴の1つ,characteristics
230,his ____ writing style,彼特有の文体,characteristic
231,Low rainfall is a ____ of deserts.,少ない降水量は砂漠の特徴のつだ,feature
231,a ____ on Samoa,サモアに関する特集記事,feature
231,The exhibition ____ paintings by Van Gogh.,その展覧会はヴァン?ゴッホの絵画が目玉だ(を特集している).,features
232,check the ____ of the report,その報告書の詳細を確認する,details
232,see the ____ of the building,その建物の細部を見る,details
233,There are ____ and disadvantages[× merits and demerits] ____ self-driving cars.,"自動運転の車にはメリットとデメリットがある.(*merit /demerit はとても堅い語で,日常ではほとんど使われない.)",advantages to
234,complain about my husband's ____,夫の欠点について文句を言う,faults
234,____ ____ ____ ____.,それは私の責任です.,That is my fault
234,an active ____,活断層,fault
235,improve ____ ____ ____ ____,生活の質を向上させる,the quality of life
235,the personal ____ necessary to be a successful salesperson,営業マンとして成功するのに必要な個人的資質,qualities
236,Let's see if our answers are ____.,答えが正しいかどうか見てみよう。,correct
236,____ his pronunciation,彼の発音を矯正する,correct
237,an ____ place for camping,キャンプにはうってつけの場所,ideal
237,the ____ of social equality,社会的平等の理想像,ideal
238,It's not ____!,それは不公平だ.,fair
238,an international trade ____,国際(産業)見本市,fair
239,clothes ____ ____ a job interview,仕事の面接に適切な服,appropriate for
240,Kyoto is ____ ____ ____ temples.,京都は寺で有名だ.,famous for its
240,Arima is ____ ____ a hot-spring resort.,有馬は温泉地として有名だ.,famous as
241,when I was ____ ____ ____(*冠詞不要.),小学生(小学校に在学中)のとき,in elementary school 
242,a ____ cause of global warming,地球温暖化の主な原因,major
242,____ ____ botany,植物学を専攻する,major in
242,What is your ____?,専攻は何ですか.,major
243, It ____ ____ ____ ____ he succeeds[×will succeed] or not.,彼が成功するかどうかは重要ではない,does not matter whether
243,waste ____,廃棄物,matter
243,"____ ____ ____ ____, it began to snow.","さらに悪いことには,雪が降り始めた",To make matters worse
244,The moon is ____ tonight.,今夜は月が明るい.,bright
244,a ____ ____ ,聡明な子ども,bright child
245,swim in the ____ sunshine,まばゆい太陽光の下で泳ぐ,brilliant
245,a ____ idea,すばらしい考え,brilliant
246,have a ____ ____,生き生きとした会話をする,lively conversation
247,a ____ bed,快適なべッド,comfortable
247,I feel ____ in that cafe.,あのカフェは居心地がよい.,comfortable
248,I find it ____[× feel pleasant] to talk with her.,彼女と話すのは楽しいと感じる.,pleasant
249,Call me when ____ ____ ____ ____ you[× when you are convenient].,都合のよいときに電話してください.,it is convenient for
249,My house is ____ ____[<英>for]the station.,私の家は駅から近くて便利だ.,convenient to
250,____ information,"誤った情報（『""』で囲ってください（例”apple""））",FALSE
250,give a ____ name,"偽名を使う （『""』で囲ってください（例”apple""））",FALSE
251,I have a ____ sense of direction.,私は方向音痴(ひどい方向感覚)だ.,terrible
251,I ____ ____ ____ remembering people's names.,人の名前を覚えるのが苦手だ.,am terrible at
252,an ____ smell of cat urine [j?arin],ネコの尿のひどい臭い,awful
253,a ____ jacket,薄い上着,thin
253,"Although she eats a lot, she is very ____.","彼女はたくさん食べるが,とてもやせている.",thin
253,His hair is getting ____ on top.,彼の頭のてっぺんが薄くなってきた.,thin
254,____ jeans,きついジーンズ,tight
254,____ control on immigration,移民に関する厳しい管理,tight
255,wear ____ clothes,ダボッとした(ゆるい)服を着ている,loose
255,____ my dog ____ on the beach,海岸でイヌを自由にしてやる,let loose
256,____ fish,生魚,raw
257,an ____ ____,空瓶,empty bottle
257,____ his glass in one gulp,ひと口でグラスを空にする,empty
258,This soap makes your skin very ____.,この石けんでお肌はツルツル(とても滑らか)になります.,smooth
258,the ____ running of the company,会社の順調な運営,smooth
258,____ ____ my hair,髪の毛をなでつける,smooth back
259,a ____ flight to Paris,パリへの直行便,direct
259,____ the play,その劇を演出する,direct
259,____ their attention ____ this problem,この問題に彼らの注意を向ける,direct to
259,____ her ____ the airport,彼女に空港への道を教える,direct to
260,Shakespeare ____ ____ ____ people all over the world.,シェイクスピアは世界中の人々に知られている.,is familiar to
260,I am very ____ ____ this town.,私はこの街をよく知っている.,familiar with
261,She ____ ____ ____ her mother in appearance.,彼女は見た目が母親に似ている.,is similar to
262,His tastes ____ ____ mine.,彼の趣味は私の(趣味)と異なる.,differ from
263,The way people greet each other ____ ____ country ____ country.,挨拶の仕方は国によりさまざまだ.,varies from to
264,a ____ age group,ある特定の年齢のグループ,specific
264,____ instructions,明確な指示,specific
265,E-books ____ ____ ____.,電子書籍は普及しつつある.,are becoming common
265,a ____ ancestor,共通の祖先,common
266,"These days, ____ ____ ____ ____ ____ men to wear makeup.","最近は,男性が化粧するのは珍しくない",it is not unusual for
267,____ some milk ____ the coffee,コーヒーにミルクを加える,add to
267,His chilling words ____ ____ her fear.,彼のぞっとするような言葉で彼女の恐怖は増した.,added to
268,____ ____ 130 percent,130%増える,increase by
268,____ my vocabulary,語彙を増やす,increase
268,an ____ ____ land prices,地価の上昇,increase in
269,____ ____ ____ ____ garbage,生ゴミ(の量)を減らす,reduce the amount of
269,____ ____ ____ poverty,貧困に陥る,be reduced to
270,____ the stew ____ small portions,シチューを小分けにする,divide into
270,Eight ____ ____ four is two.,8 +4=2,divided by
271,____ the money,お金を数える,count
271,____ down from ten to one,10から1まで数える,count
271,First impressions really ____.,"第一印象は本当に重要だ,",count
271,I'm ____ ____ you.,"(君を)当てにしているよ,",counting on
272,____ 40 kilograms,140キロの重さだ,weigh
272,____ ____ on the scale,体重計で体重を計る,weigh myself
